product_id,product_category,region,base_price,competitor_price,inventory,demand_score,sales_last_7_days,customer_rating,discount_percent,season,promotion,page_views,price_elasticity,recommended_price
P0252,Home & Kitchen,South,5580.01,5466.06,139,91.4,55,4.6,4.0,Regular,0,9749,1.63,5776.46
P0253,Beauty,South,2348.88,7202.55,122,38.8,258,4.3,17.3,Winter,0,9854,1.44,3053.54
P0254,Home & Kitchen,South,529.96,9795.12,477,70.3,65,4.2,5.0,Summer,0,9812,1.15,688.95
P0255,Fashion,South,2303.36,6582.23,193,26.9,172,2.8,17.5,Winter,1,9281,1.52,2994.37
P0256,Home & Kitchen,North,4277.99,8474.75,135,66.2,272,4.1,29.3,Regular,1,6659,1.7,5315.04
P0257,Home & Kitchen,South,7644.19,1044.04,426,40.3,150,4.4,27.3,Summer,0,9667,0.68,5733.14
P0258,Beauty,West,2040.86,4162.9,216,29.0,146,4.7,11.2,Festival,0,220,0.87,2653.12
P0259,Beauty,East,7253.96,4039.13,422,38.2,209,2.5,27.0,Summer,1,5201,0.68,6028.7
P0260,Electronics,West,8695.95,9326.49,117,26.1,286,4.2,37.1,Summer,1,6456,1.07,8451.31
P0261,Electronics,North,4648.68,1742.15,48,91.2,10,2.5,13.9,Festival,0,238,1.8,5201.91
P0262,Fashion,West,8250.03,1747.47,132,45.7,227,4.3,13.2,Monsoon,1,4728,0.89,6444.16
P0263,Electronics,East,5635.64,3570.72,368,32.1,186,4.1,22.9,Monsoon,0,7195,0.94,4694.55
P0264,Home & Kitchen,West,6443.49,742.09,162,50.4,62,2.9,9.8,Monsoon,1,5977,1.76,4832.62
P0265,Beauty,North,5357.53,2062.97,277,38.8,85,4.4,26.1,Regular,1,649,1.18,4269.32
P0266,Electronics,South,4739.09,10140.96,319,77.0,134,2.7,33.3,Summer,0,5351,1.21,6160.82
P0267,Electronics,West,2499.6,4598.86,398,97.4,297,4.6,18.4,Festival,0,3626,1.76,3249.48
P0268,Fashion,North,3171.3,6702.44,359,49.4,171,3.2,27.2,Regular,0,9195,1.13,3904.0
P0269,Books,North,3041.71,7673.47,344,87.5,213,4.2,26.1,Festival,0,5243,1.46,3954.22
P0270,Fashion,East,5720.23,3967.04,406,60.9,18,4.8,1.5,Regular,0,9867,0.45,5178.99
P0271,Home & Kitchen,East,1375.55,1699.38,49,24.2,60,3.3,7.3,Regular,1,1920,0.6,1408.53
P0272,Beauty,West,9184.56,2311.92,112,72.2,88,3.8,35.7,Regular,0,4311,0.99,7853.02
P0273,Fashion,South,7262.42,3412.91,223,56.2,27,3.7,37.6,Festival,0,2074,1.14,7218.87
P0274,Electronics,North,4134.17,6744.23,447,68.6,68,2.9,31.2,Winter,0,5544,1.94,4784.1
P0275,Beauty,West,1754.52,4290.26,322,90.1,278,4.0,36.8,Regular,0,8882,1.95,2280.88
P0276,Beauty,North,8843.52,250.33,319,49.6,40,4.4,12.2,Monsoon,0,5503,1.75,6818.45
P0277,Electronics,North,8273.03,5581.56,181,91.1,109,4.8,9.9,Summer,0,1877,0.84,8568.93
P0278,Fashion,South,7272.87,9690.02,232,77.6,74,4.6,15.4,Winter,0,4752,1.94,8531.49
P0279,Electronics,South,2861.16,8560.64,195,54.0,66,3.8,2.2,Winter,1,589,1.47,3719.51
P0280,Books,West,4143.98,8696.18,475,64.3,168,4.3,32.4,Festival,0,7252,0.97,5387.17
P0281,Beauty,South,1206.93,8385.0,164,39.3,262,4.5,39.4,Winter,1,4488,1.49,1569.01
P0282,Sports,South,2052.59,3520.9,398,98.5,274,3.7,33.0,Festival,0,3551,0.33,2668.37
P0283,Sports,West,7873.56,8076.8,271,70.1,237,2.8,22.2,Festival,1,3587,0.55,8738.17
P0284,Home & Kitchen,South,7207.38,1657.43,362,13.9,215,3.6,11.8,Monsoon,0,6766,1.71,5405.54
P0285,Electronics,East,6016.16,6967.63,330,39.4,286,4.6,7.9,Regular,1,6868,1.4,6089.45
P0286,Electronics,North,8978.12,6800.99,383,66.1,149,4.0,14.6,Winter,0,6250,0.92,8521.35
P0287,Home & Kitchen,North,5916.01,443.88,493,15.1,107,4.3,26.7,Regular,1,4336,1.15,4437.01
P0288,Home & Kitchen,North,4776.29,8311.85,194,12.1,141,3.0,17.9,Regular,0,4789,1.84,5336.52
P0289,Home & Kitchen,North,3535.63,9501.52,179,50.5,76,4.9,37.4,Regular,1,2139,1.37,4596.32
P0290,Beauty,West,9416.4,2939.73,294,39.9,9,3.5,34.2,Festival,1,5655,0.98,8362.39
P0291,Books,North,1010.61,8563.87,488,49.4,196,4.1,4.1,Regular,1,7390,0.5,1313.79
P0292,Electronics,North,9322.7,1030.43,361,33.6,295,2.5,5.3,Winter,0,6872,0.8,6992.02
P0293,Beauty,North,8301.8,6371.67,149,24.8,280,2.8,27.0,Festival,0,3371,1.96,8357.48
P0294,Home & Kitchen,North,1473.31,5191.88,236,72.0,118,4.5,9.2,Winter,1,2599,1.04,1915.3
P0295,Electronics,East,5736.85,5813.93,364,56.3,290,4.9,31.6,Festival,0,1266,1.1,5957.03
P0296,Beauty,North,8692.17,9738.44,442,28.0,61,3.3,23.7,Summer,0,4935,1.15,8243.44
P0297,Books,East,5803.73,9171.97,208,38.8,51,2.6,9.2,Summer,0,6943,1.8,6620.61
P0298,Beauty,West,9090.56,8282.06,217,63.3,52,3.4,19.1,Summer,0,8983,1.33,9304.77
P0299,Books,South,9441.24,3004.57,44,16.5,122,2.5,16.2,Summer,1,6358,1.48,8080.79
P0300,Home & Kitchen,North,4339.37,9589.97,279,23.3,167,3.0,34.9,Festival,0,9956,0.96,5641.18
P0301,Books,South,3897.67,1186.28,327,16.6,8,4.4,1.3,Regular,0,5132,0.35,2951.46
P0302,Electronics,South,9375.95,8986.36,86,83.1,45,4.8,35.8,Monsoon,0,7275,1.88,9961.28
P0303,Home & Kitchen,West,6816.37,3566.61,185,77.7,245,2.7,26.1,Monsoon,0,7480,1.91,6408.81
P0304,Electronics,South,1337.02,734.93,324,77.8,284,3.9,29.5,Summer,1,8889,1.91,1255.98
P0305,Sports,East,614.46,7087.76,87,74.5,107,3.1,0.1,Regular,0,2847,1.9,798.8
P0306,Fashion,South,5733.36,2566.81,307,70.2,27,2.8,25.1,Winter,0,868,1.69,5250.96
P0307,Books,South,9315.68,2693.65,266,52.9,193,3.0,23.5,Regular,0,8484,1.46,7892.29
P0308,Fashion,South,8473.64,3338.41,276,67.8,62,3.9,21.5,Winter,1,6856,1.74,7867.77
P0309,Fashion,North,6823.31,837.23,204,13.5,62,2.7,31.4,Monsoon,0,7051,1.32,5117.48
P0310,Books,North,1563.34,2007.95,244,65.9,282,3.6,22.2,Regular,0,7976,0.53,1700.99
P0311,Home & Kitchen,East,2691.47,233.04,406,80.0,121,2.8,34.3,Regular,0,4154,0.97,2057.22
P0312,Sports,East,8780.01,4776.63,184,55.0,280,3.2,9.3,Monsoon,0,8096,1.95,8090.85
P0313,Electronics,North,1991.51,1049.52,436,42.2,39,3.0,32.2,Regular,0,62,0.9,1598.03
P0314,Beauty,East,2928.71,7224.97,175,35.0,277,4.7,7.2,Winter,1,5944,1.78,3807.32
P0315,Electronics,North,1470.09,2611.63,299,67.9,94,4.3,32.5,Regular,0,7100,0.46,1805.88
P0316,Beauty,West,6825.86,9917.69,181,72.4,115,4.7,37.6,Winter,0,3067,0.87,8062.79
P0317,Electronics,South,9451.03,9171.32,373,88.4,176,3.5,13.4,Summer,0,7442,0.9,9804.94
P0318,Books,South,2835.89,3167.03,400,40.8,121,3.3,21.2,Regular,1,739,0.39,2559.95
P0319,Sports,East,4858.98,8262.78,241,79.3,13,3.5,26.3,Winter,0,5928,0.5,6241.68
P0320,Beauty,North,6416.53,8469.49,142,60.5,163,2.5,3.2,Monsoon,0,3188,0.63,7047.42
P0321,Home & Kitchen,North,9994.77,10361.33,331,89.5,275,4.3,19.8,Summer,0,8026,1.72,11183.56
P0322,Electronics,East,1227.12,6349.71,370,57.5,176,3.4,14.4,Regular,0,8918,0.41,1595.26
P0323,Electronics,North,5085.99,1025.89,315,56.6,173,3.3,34.9,Winter,1,6377,0.81,4218.11
P0324,Beauty,West,3974.18,6855.36,133,62.0,275,4.0,35.1,Regular,0,4353,0.32,4838.88
P0325,Home & Kitchen,South,8685.04,6629.79,53,77.4,64,3.6,28.0,Winter,0,9565,1.48,9726.7
P0326,Home & Kitchen,East,4864.48,6767.78,168,96.8,101,5.0,26.2,Regular,0,1052,1.35,5744.52
P0327,Books,East,1287.58,3349.74,281,16.6,66,3.4,29.3,Summer,0,7458,1.4,1673.85
P0328,Books,North,6417.36,9051.89,297,14.8,45,4.0,14.6,Summer,0,8192,0.94,7043.9
P0329,Books,East,7753.65,10081.75,120,94.4,87,3.3,16.2,Regular,1,1815,0.65,8901.91
P0330,Books,West,228.24,2426.79,28,57.7,67,5.0,22.1,Regular,0,9795,1.52,296.71
P0331,Books,North,8617.78,1089.73,315,65.3,259,3.6,37.5,Festival,0,5828,1.68,7787.03
P0332,Books,North,2023.03,2187.6,29,53.4,205,4.1,29.0,Regular,0,2341,0.54,2196.11
P0333,Sports,North,5610.28,8648.1,395,18.4,178,2.8,22.0,Regular,1,7780,1.13,5605.19
P0334,Home & Kitchen,North,4274.82,7162.97,131,79.1,280,4.3,30.8,Summer,1,4916,0.72,5200.07
P0335,Books,West,7252.61,6744.01,238,77.3,17,3.2,14.8,Regular,1,8479,0.59,7418.51
P0336,Home & Kitchen,North,3837.38,4326.51,213,38.1,296,3.6,29.2,Monsoon,0,6503,1.55,3954.34
P0337,Home & Kitchen,East,8723.68,6143.18,97,37.6,202,4.7,16.4,Regular,0,1634,1.21,8039.23
P0338,Fashion,West,7358.86,3357.26,98,85.4,172,4.9,11.2,Festival,0,1357,0.67,7699.12
P0339,Sports,South,6547.59,5104.7,331,16.5,262,3.6,24.4,Winter,0,2135,0.83,5989.47
P0340,Books,South,8003.16,8364.41,229,89.3,194,4.6,27.5,Summer,0,81,1.94,8964.53
P0341,Electronics,East,7589.43,10306.41,459,33.1,149,2.6,18.4,Monsoon,0,7770,1.74,7635.47
P0342,Beauty,East,552.2,9803.29,382,63.4,35,4.6,22.6,Winter,0,341,1.8,717.86
P0343,Electronics,West,4068.4,9817.5,284,94.2,29,4.1,27.8,Monsoon,0,3736,1.08,5288.92
P0344,Sports,South,9321.91,4330.95,15,71.0,263,3.7,30.7,Summer,1,1692,1.36,8910.11
P0345,Beauty,South,1432.1,5017.91,333,47.3,221,4.7,35.8,Festival,0,7816,0.94,1861.73
P0346,Sports,South,7423.55,7462.16,16,72.1,53,4.6,14.2,Summer,1,8819,0.43,8335.06
P0347,Home & Kitchen,South,9751.0,9697.02,39,41.0,279,3.2,38.1,Monsoon,0,3959,0.98,10580.0
P0348,Beauty,South,711.55,1645.38,451,35.0,76,4.5,25.5,Monsoon,1,1273,1.31,862.69
P0349,Home & Kitchen,North,6885.5,3319.78,456,99.7,176,2.7,31.5,Summer,0,8688,0.79,6471.8
P0350,Electronics,East,4787.91,1617.03,232,77.6,10,4.6,28.0,Regular,0,4423,1.74,4326.24
P0351,Electronics,North,5875.92,6495.93,224,68.0,117,4.2,8.2,Summer,1,2629,0.56,6379.54
P0352,Beauty,South,1036.35,3341.03,445,42.0,280,2.7,2.9,Festival,0,1472,0.92,1347.26
P0353,Beauty,West,621.47,3545.43,145,14.4,218,4.2,29.1,Summer,0,7608,0.51,807.91
P0354,Books,West,6735.29,911.85,27,12.8,175,4.0,20.4,Winter,1,6795,0.99,5507.05
P0355,Sports,South,8268.43,3789.9,87,59.9,234,4.0,28.1,Regular,0,2659,0.37,7276.91
P0356,Books,South,7863.75,9080.96,494,78.6,252,3.2,19.1,Winter,1,3131,0.76,8167.43
P0357,Sports,West,5529.3,2585.31,233,58.4,295,3.2,12.5,Summer,1,6784,0.98,4853.04
P0358,Books,North,1178.69,7354.33,427,85.7,6,4.4,11.4,Regular,0,8300,1.11,1532.3
P0359,Home & Kitchen,North,6942.84,6677.76,348,13.0,21,3.1,29.2,Winter,1,8700,1.22,6512.81
P0360,Beauty,South,2570.51,9091.16,84,43.0,73,3.6,11.1,Winter,1,153,0.77,3341.66
P0361,Electronics,North,9128.47,1545.21,357,31.3,36,4.2,28.6,Regular,0,4976,1.19,6846.35
P0362,Sports,West,8415.0,10268.73,400,50.3,233,2.7,15.4,Regular,0,9030,1.17,8410.1
P0363,Sports,North,7151.95,6192.73,294,16.5,216,4.0,30.8,Monsoon,0,791,0.84,6440.27
P0364,Electronics,South,9498.69,10453.29,459,95.9,206,4.0,5.7,Regular,0,9814,1.71,10265.53
P0365,Books,West,507.93,9586.83,335,30.1,44,4.2,8.2,Summer,1,6494,1.23,660.31
P0366,Sports,North,7414.76,2466.06,163,93.0,91,3.4,27.4,Festival,0,4773,0.86,7506.18
P0367,Home & Kitchen,East,3436.38,759.59,481,48.3,93,3.6,22.4,Monsoon,0,7709,1.91,2578.21
P0368,Beauty,West,9079.45,2818.2,132,98.7,83,3.3,8.2,Regular,0,5253,1.74,8520.27
P0369,Electronics,West,2813.42,5624.46,194,59.9,282,4.5,36.1,Festival,1,3026,1.97,3657.45
P0370,Beauty,East,7303.59,1950.87,401,93.8,21,2.8,11.0,Monsoon,0,7476,1.48,6393.57
P0371,Sports,East,8800.94,1908.18,35,10.5,228,4.9,16.8,Summer,1,6553,0.94,7161.3
P0372,Sports,West,608.24,4953.97,390,77.3,130,4.1,8.1,Festival,1,8669,0.78,790.71
P0373,Electronics,East,4096.95,523.33,363,91.3,175,4.7,15.5,Regular,0,6536,1.43,3311.15
P0374,Home & Kitchen,South,7670.63,1437.89,19,22.6,108,3.6,19.7,Regular,0,6540,1.97,6668.06
P0375,Fashion,South,4658.21,4471.69,317,18.7,283,3.3,11.8,Summer,0,1994,1.37,4388.56
P0376,Electronics,South,2819.08,831.5,79,48.2,71,4.8,30.8,Monsoon,1,6289,1.8,2434.9
P0377,Fashion,West,2354.09,4274.51,38,94.0,50,2.7,15.8,Festival,1,7472,0.86,3060.32
P0378,Books,East,1488.88,5071.74,363,58.8,95,2.8,29.2,Summer,0,6023,0.99,1935.54
P0379,Fashion,East,8599.87,4837.07,200,57.5,279,3.2,8.3,Monsoon,0,9513,1.84,7556.33
P0380,Home & Kitchen,North,5838.48,9149.88,335,22.7,132,4.9,15.1,Winter,0,5571,1.59,6414.35
P0381,Books,North,948.57,5650.24,33,10.1,276,4.1,0.3,Winter,1,461,1.97,1233.14
P0382,Fashion,East,3949.29,5009.56,198,82.9,13,3.9,30.3,Monsoon,0,6140,1.62,4639.31
P0383,Books,East,3803.79,4418.52,20,17.9,3,4.3,25.0,Regular,1,296,1.06,3904.91
P0384,Fashion,East,1981.04,8617.87,427,67.0,224,3.5,32.7,Regular,0,6892,1.2,2575.35
P0385,Home & Kitchen,West,4467.97,9416.98,81,92.3,175,4.4,18.2,Winter,0,6614,1.83,5808.36
P0386,Fashion,East,3454.57,8985.46,297,28.8,90,3.5,32.0,Regular,0,2221,1.24,4490.94
P0387,Fashion,North,3549.68,7131.0,85,69.9,241,4.6,25.9,Regular,0,7328,0.73,4552.28
P0388,Fashion,West,7442.46,1597.57,409,17.1,35,3.2,0.1,Monsoon,0,7507,1.04,5581.84
P0389,Electronics,East,2387.98,3037.3,432,64.3,14,3.2,10.1,Monsoon,0,5768,1.18,2504.82
P0390,Electronics,North,6490.23,655.37,128,24.8,195,3.8,19.8,Regular,1,2110,0.46,4867.67
P0391,Electronics,West,5792.37,9786.1,23,76.2,213,3.6,24.7,Monsoon,0,3384,1.56,7530.08
P0392,Home & Kitchen,East,5767.31,6999.44,459,37.1,3,4.1,2.6,Festival,0,7240,0.49,6211.62
P0393,Books,East,6697.47,7882.46,106,51.7,179,3.4,28.2,Winter,0,994,0.99,7368.62
P0394,Sports,East,5574.14,3395.42,396,63.9,40,3.1,21.7,Festival,0,5411,1.67,5467.11
P0395,Fashion,West,8816.7,8907.14,81,25.4,164,3.7,21.0,Festival,0,9504,1.09,9072.64
P0396,Fashion,North,6820.68,2859.11,233,76.7,235,3.9,11.7,Regular,1,5334,1.73,5843.19
P0397,Home & Kitchen,North,5560.24,196.96,454,37.2,257,2.9,23.8,Regular,0,6931,0.88,4170.18
P0398,Fashion,South,8331.68,4064.6,301,69.6,116,3.9,1.1,Festival,0,8417,1.93,8458.11
P0399,Electronics,East,6140.24,6070.26,207,24.2,52,3.3,2.6,Festival,0,9294,0.66,6471.44
P0400,Sports,South,3053.21,5120.23,476,71.9,142,3.5,29.4,Summer,0,9559,0.37,3563.82
P0401,Beauty,South,2229.53,9076.63,458,21.5,86,3.2,12.9,Summer,0,7990,1.78,2898.39
P0402,Fashion,North,1692.81,1267.78,65,48.3,46,4.8,13.9,Winter,1,9916,1.58,1757.16
P0403,Electronics,West,9014.66,5895.46,30,32.2,238,4.2,8.3,Festival,0,383,0.69,9626.9
P0404,Beauty,West,7159.33,5473.95,75,77.4,10,3.2,17.8,Monsoon,0,9506,1.97,7725.27
P0405,Sports,North,9386.31,3083.98,107,33.6,152,4.1,2.1,Summer,1,2995,1.15,7450.98
P0406,Beauty,West,6112.26,8665.39,471,89.4,61,4.6,12.0,Regular,0,4830,1.92,6746.49
P0407,Electronics,South,4839.33,7949.4,330,90.3,18,3.5,21.1,Festival,0,4706,1.16,6291.13
P0408,Books,East,785.22,7743.11,367,27.7,86,4.6,18.6,Monsoon,0,2715,1.1,1020.79
P0409,Books,North,6782.09,9222.31,161,65.2,137,2.9,40.0,Monsoon,0,7181,1.06,7502.13
P0410,Beauty,East,5905.65,7639.14,367,17.9,230,4.6,15.6,Monsoon,0,4985,0.87,5773.26
P0411,Home & Kitchen,West,9904.05,2572.6,363,45.2,128,3.9,15.5,Regular,1,465,1.21,7428.04
P0412,Beauty,East,2543.76,7461.41,198,74.2,104,3.1,20.1,Summer,1,757,1.07,3306.89
P0413,Fashion,West,5401.23,3355.49,279,69.3,186,3.5,7.6,Monsoon,1,7838,0.36,4945.0
P0414,Fashion,West,6579.38,2679.24,328,66.2,178,5.0,35.1,Summer,0,2734,0.74,5973.54
P0415,Books,South,6516.99,933.4,190,35.4,6,4.5,22.9,Winter,1,7544,0.66,4916.53
P0416,Home & Kitchen,West,5700.68,7858.37,330,44.0,36,3.9,7.7,Regular,0,3416,1.77,6352.73
P0417,Electronics,South,7813.89,7517.53,117,19.3,281,2.8,31.7,Summer,0,3553,1.32,7435.72
P0418,Fashion,South,2208.82,2600.03,317,74.7,300,3.5,1.4,Summer,0,4492,1.6,2450.35
P0419,Books,South,7311.15,7913.59,169,55.3,14,3.2,39.3,Monsoon,0,6230,1.93,7541.42
P0420,Sports,North,6273.4,9652.12,65,73.8,237,2.7,34.6,Monsoon,1,2609,1.39,7762.5
P0421,Books,North,8981.54,1294.86,96,32.4,285,3.9,23.2,Regular,0,8187,1.97,6953.34
P0422,Fashion,West,8502.51,2580.81,290,39.2,50,4.7,4.5,Summer,1,4021,0.83,6873.74
P0423,Fashion,South,3288.44,7922.69,459,40.1,261,4.2,8.6,Festival,1,3007,0.62,4274.97
P0424,Books,North,2907.13,3012.91,461,12.3,110,3.1,11.2,Monsoon,1,6966,0.99,2494.25
P0425,Electronics,South,9820.2,6626.53,157,40.7,197,3.9,9.6,Monsoon,0,1779,1.1,8910.78
P0426,Beauty,East,5367.2,1017.61,229,82.3,252,4.9,19.9,Winter,0,9283,1.82,4757.28
P0427,Fashion,East,9082.93,4846.73,131,90.8,88,4.3,37.8,Regular,1,76,1.25,8709.74
P0428,Books,East,1806.03,7807.42,197,56.6,26,4.2,17.8,Summer,0,2633,0.8,2347.84
P0429,Books,West,6499.63,7264.82,119,51.0,262,4.9,26.5,Summer,1,9294,1.56,6809.41
P0430,Home & Kitchen,South,8136.63,8591.54,266,12.8,144,4.5,27.5,Summer,0,9916,1.16,8002.01
P0431,Beauty,East,9484.47,9235.31,22,89.1,60,2.8,34.9,Monsoon,0,3105,0.58,10916.44
P0432,Sports,North,3505.93,8159.25,14,11.2,268,3.4,1.4,Regular,0,6851,1.28,4557.71
P0433,Electronics,East,7304.82,7110.79,96,95.0,75,4.9,16.2,Summer,1,1708,1.85,8032.84
P0434,Sports,East,5480.37,507.38,143,54.0,3,3.7,31.4,Festival,0,4001,1.73,4906.63
P0435,Beauty,East,794.16,5700.86,485,40.8,63,2.8,32.6,Winter,0,7349,1.3,1032.41
P0436,Beauty,West,6962.0,569.04,453,93.2,236,3.6,37.1,Winter,0,7506,0.94,6032.28
P0437,Beauty,North,6962.95,8519.26,337,12.2,229,4.2,28.1,Summer,0,9983,0.45,7090.18
P0438,Sports,South,9319.95,3489.88,361,62.3,275,5.0,9.8,Monsoon,0,4187,1.1,7810.52
P0439,Beauty,North,5073.66,5984.27,344,59.4,18,3.3,20.2,Winter,0,7981,1.58,5614.88
P0440,Books,South,2456.46,3063.88,453,29.7,80,3.8,1.3,Winter,0,1764,0.91,2445.76
P0441,Sports,West,636.73,8255.4,56,48.6,215,4.7,25.9,Winter,0,3381,0.7,827.75
P0442,Beauty,West,4273.29,9328.71,199,68.7,171,3.4,22.2,Winter,0,3397,1.88,5555.28
P0443,Books,West,3158.78,4293.99,470,75.4,255,2.8,26.7,Summer,0,2036,1.7,3524.7
P0444,Home & Kitchen,West,7658.67,9085.36,493,10.1,126,4.9,37.2,Regular,0,3594,1.39,6847.46
P0445,Beauty,South,3671.82,2936.21,210,94.3,255,3.7,27.5,Regular,0,7029,0.53,3868.92
P0446,Sports,East,9500.9,5697.7,291,24.8,72,3.8,12.8,Monsoon,0,751,0.55,8053.18
P0447,Fashion,South,9630.64,9042.42,479,31.0,38,4.1,7.9,Festival,0,7787,0.48,9615.14
P0448,Beauty,North,6284.9,3543.1,405,33.7,204,2.5,34.2,Regular,0,9696,1.35,4914.05
P0449,Fashion,West,9300.87,10025.72,443,13.4,172,4.8,7.8,Festival,0,3836,0.5,9055.12
P0450,Books,West,7656.37,1437.8,370,21.1,223,3.4,6.5,Regular,0,7312,1.73,5742.28
P0451,Home & Kitchen,North,5559.22,368.6,97,98.8,217,3.5,8.3,Regular,0,2521,1.99,4852.42
P0452,Electronics,South,1967.02,9510.68,424,38.4,245,2.9,20.4,Monsoon,0,5064,0.92,2557.13
P0453,Home & Kitchen,East,4694.26,888.45,489,20.4,191,3.4,5.0,Winter,1,6709,1.07,3520.7
P0454,Beauty,East,5696.57,10416.3,414,19.6,298,4.5,37.5,Monsoon,0,4310,1.51,6340.44
P0455,Fashion,North,8666.82,9998.42,313,74.8,182,4.5,38.7,Regular,0,5595,1.89,9447.64
P0456,Fashion,East,4917.07,1594.06,149,86.9,205,4.8,39.0,Winter,0,3094,1.82,4660.14
P0457,Sports,South,8997.21,5727.87,90,33.1,199,3.5,1.6,Winter,0,3933,0.4,8214.4
P0458,Fashion,South,6808.62,2088.38,157,11.9,165,4.3,37.8,Winter,0,2990,0.59,5308.28
P0459,Sports,North,1542.59,4598.56,6,30.1,242,3.8,39.9,Festival,1,5211,1.58,2005.37
P0460,Books,South,9950.82,813.91,346,15.1,130,4.5,37.7,Regular,0,1870,1.47,7463.12
P0461,Electronics,West,5366.88,2490.9,393,19.3,227,4.3,26.8,Summer,1,6934,0.53,4132.99
P0462,Beauty,North,4040.21,3928.98,264,48.8,122,3.4,28.0,Monsoon,0,2852,1.15,3993.11
P0463,Sports,South,6659.31,4706.84,168,30.7,44,3.3,4.9,Festival,1,2513,1.63,6412.55
P0464,Electronics,North,1267.15,10267.76,10,56.4,196,3.1,35.0,Monsoon,1,3421,0.67,1647.3
P0465,Fashion,East,6438.08,8517.17,153,32.8,204,3.9,2.4,Summer,0,7272,1.78,6918.65
P0466,Fashion,South,5082.71,7790.07,209,94.6,257,4.9,12.7,Winter,0,8577,0.39,6468.23
P0467,Electronics,West,4185.41,5722.27,122,91.5,17,3.0,39.6,Summer,0,5026,1.63,5092.16
P0468,Fashion,South,9539.6,8848.78,489,61.0,272,2.7,16.9,Monsoon,1,5117,1.35,8890.29
P0469,Books,North,5320.89,3681.81,93,41.9,9,2.8,5.2,Summer,0,7551,0.84,4899.64
P0470,Books,North,2347.35,7495.84,158,44.3,249,4.5,38.8,Regular,0,2838,1.53,3051.56
P0471,Electronics,South,4697.84,10435.85,443,47.1,201,3.4,39.4,Summer,0,4175,1.63,5877.38
P0472,Sports,West,9210.0,3426.97,171,75.5,59,3.1,7.5,Regular,0,3656,1.89,8200.23
P0473,Sports,West,1925.74,7135.86,472,50.6,140,3.4,34.6,Summer,1,1590,0.93,2503.46
P0474,Electronics,West,2296.78,8893.33,165,87.1,119,4.1,15.6,Regular,1,8816,1.47,2985.81
P0475,Sports,North,327.69,9631.13,274,95.0,41,3.9,15.3,Regular,0,270,1.32,426.0
P0476,Sports,South,339.06,7589.07,60,40.2,267,4.4,10.5,Summer,0,4972,1.19,440.78
P0477,Books,East,8328.04,3106.83,232,60.5,8,3.3,1.8,Festival,0,5663,1.81,8050.42
P0478,Sports,North,7374.8,3547.23,341,18.6,183,3.6,10.7,Winter,1,803,0.31,6094.42
P0479,Home & Kitchen,West,3679.4,394.22,153,28.0,134,2.8,2.2,Winter,1,7538,0.78,2759.55
P0480,Beauty,South,7043.45,8032.34,50,47.2,181,2.7,37.0,Winter,0,7256,1.22,8120.46
P0481,Fashion,West,4073.02,621.07,148,28.6,72,3.7,26.5,Regular,0,9262,0.6,3054.76
P0482,Home & Kitchen,East,9538.39,9103.21,242,88.9,113,3.3,35.5,Winter,1,9730,1.84,10139.86
P0483,Sports,West,9677.12,1404.58,276,24.2,107,4.0,28.7,Regular,0,7988,1.4,7257.84
P0484,Books,West,4049.38,1953.77,124,51.0,290,2.6,5.3,Festival,0,2011,1.11,3982.57
P0485,Electronics,East,8571.37,5097.75,344,64.5,117,2.8,37.6,Summer,0,6008,1.68,8033.39
P0486,Sports,South,7776.27,7794.93,417,72.3,120,4.7,36.0,Summer,0,3533,1.07,8059.13
P0487,Books,North,3238.0,1614.5,224,44.5,147,3.9,13.9,Regular,0,6685,1.25,2813.8
P0488,Beauty,South,2473.99,4721.53,12,88.2,210,4.3,4.5,Regular,1,8679,0.3,3216.19
P0489,Sports,East,4690.7,5163.03,348,61.1,296,4.6,28.2,Festival,0,8720,0.92,5336.49
P0490,Electronics,West,7857.22,2370.79,391,49.6,103,3.7,29.1,Winter,0,832,0.54,6189.77
P0491,Books,South,9609.64,1372.56,477,16.1,124,4.4,35.9,Festival,0,5153,1.47,7233.1
P0492,Books,North,7683.07,8811.86,279,51.8,245,3.8,2.1,Summer,1,4217,1.11,8115.57
P0493,Books,East,8581.03,5365.45,357,83.9,209,3.1,5.7,Summer,0,269,0.81,8373.74
P0494,Beauty,South,6110.03,328.41,70,65.3,109,3.3,23.9,Winter,0,9269,1.1,5631.39
P0495,Sports,North,8387.0,8466.77,83,84.9,50,3.7,24.8,Summer,0,8079,0.66,9078.45
P0496,Beauty,East,7887.32,10301.79,90,54.5,105,3.3,1.3,Regular,1,7196,1.87,8210.32
P0497,Fashion,North,3894.46,6433.16,128,20.7,27,3.3,15.9,Summer,0,339,0.39,4330.81
P0498,Fashion,East,5609.5,5378.27,206,11.2,288,3.3,23.4,Monsoon,0,429,1.77,5161.62
P0499,Sports,West,8086.58,9245.25,470,37.3,257,2.8,29.5,Winter,0,9620,1.17,7975.49
P0500,Beauty,South,651.36,10009.97,154,72.8,273,2.7,12.6,Winter,0,6936,1.35,846.77
P0501,Electronics,North,8119.18,7966.82,50,81.1,137,2.6,19.4,Winter,1,2008,0.81,9186.1
P0502,Books,East,1943.3,4777.07,117,36.6,32,2.8,32.6,Monsoon,0,8307,1.94,2526.29
P0503,Books,North,5243.9,6291.72,95,54.6,45,3.4,38.2,Festival,0,2233,0.78,6085.89
